name,symbol,price,day,time,date,minute
Canarc Res J,CCM,2.0,Thursday,13:29,20200924,1329
Capstone Mining Corp,CS,9.7,Thursday,13:29,20200924,1329
Celestica Inc Sv,CLS,7.09,Thursday,13:29,20200924,1329
CI Global Real Asset Private Pool ETF,CGRA,0.0036,Thursday,13:29,20200924,1329
Crescent Point Energy Corp,CPG,1.305,Thursday,13:29,20200924,1329
Cronos Group Inc,CRON,5.17,Thursday,13:29,20200924,1329
Ishares 1-5Yr Laddered Corp Bond ETF,CBO,13.3,Thursday,13:29,20200924,1329
Champion Iron Limited,CIA,5.37,Thursday,13:29,20200924,1329
Ishares 1-5 Yr Ladder Govt Bond ETF,CLF,5.86,Thursday,13:29,20200924,1329
Ishares Global Monthly Dividend ETF,CYH,3.76,Thursday,13:29,20200924,1329
Cenovus Energy Inc,CVE,4.02,Thursday,13:29,20200924,1329
Keyera Corp,KEY,11.78,Thursday,13:29,20200924,1329
Lithium Americas Corp,LAC,7.39,Thursday,13:29,20200924,1329
Just Energy Group Inc,JE,0.4705,Thursday,13:29,20200924,1329
Organigram Holdings Inc,OGI,1.0936,Thursday,13:29,20200924,1329
Osisko Gold Royalties Ltd,OR,11.81,Thursday,13:29,20200924,1329
Obsidian Energy Ltd,OBE,0.163,Thursday,13:29,20200924,1329
Evolve Global Healthcare Enhance Yld ETF,LIFE,3.8212,Thursday,13:29,20200924,1329
Quarterhill Inc,QTRH,1.2,Thursday,13:29,20200924,1329
Magna International Inc,MG,3.92,Thursday,13:29,20200924,1329
Mullen Group Ltd,MTL,1.505,Thursday,13:29,20200924,1329
Ovintiv Inc,OVV,9.05,Thursday,13:29,20200924,1329
Excelsior Mining Corp,MIN,3.8,Thursday,13:29,20200924,1329
Mcewen Mining Inc,MUX,1.02,Thursday,13:29,20200924,1329
Mackenzie Max Dvrs US Index ETF,MUS,12.51,Thursday,13:29,20200924,1329
Methanex Corp,MX,13.25,Thursday,13:29,20200924,1329
Manulife Fin,MFC,13.84,Thursday,13:29,20200924,1329
Mav Beauty Brands Inc,MAV,10.74,Thursday,13:29,20200924,1329
Medicenna Therapeutics Corp,MDNA,3.755,Thursday,13:29,20200924,1329
Nexa Resources S.A.,NEXA,5.98,Thursday,13:29,20200924,1329
Mackenzie Floating Rate Income ETF,MFT,13.34,Thursday,13:29,20200924,1329
Nexj Systems Inc,NXJ,13.5,Thursday,13:29,20200924,1329
Horizons Active Ai Global Equity ETF,MIND,2.12,Thursday,13:29,20200924,1329
Nextsource Materials Inc,NEXT,2.87,Thursday,13:29,20200924,1329
Mogo Inc,MOGO,1.4513,Thursday,13:29,20200924,1329
New Millennium Iron Corp,NML,2.37,Thursday,13:29,20200924,1329
Nexgen Energy Ltd,NXE,1.6525,Thursday,13:29,20200924,1329
Canopy Rivers Inc,RIV,14.38,Thursday,13:29,20200924,1329
Neptune Wellness Solutions Inc,NEPT,2.215,Thursday,13:29,20200924,1329
Neovasc Inc,NVCN,2.0705,Thursday,13:29,20200924,1329
RBC Quant Emrg Mkts Div Leaders ETF,RXD,12.6,Thursday,13:29,20200924,1329
RBC Target 2021 Corp Bond Index ETF,RQI,10.88,Thursday,13:29,20200924,1329
RBC Quant Global Infras Leaders ETF,RIG,0.9309999999999999,Thursday,13:29,20200924,1329
New Gold Inc,NGD,1.6948,Thursday,13:29,20200924,1329
RBC US Banks Yield Index ETF CAD,RUBY,4.6325,Thursday,13:29,20200924,1329
Powershares 1 To 3 Yr Lad Float Rate ETF,PFL,10.03,Thursday,13:29,20200924,1329
Sprott Physical Gold Trust CAD,PHYS,14.99,Thursday,13:29,20200924,1329
Purpose Intl Dividend Fund ETF,PID,12.62,Thursday,13:29,20200924,1329
Resolute Forest Products Inc,RFP,4.41,Thursday,13:29,20200924,1329
CPI Card Group Inc,PMTS,1.86,Thursday,13:29,20200924,1329
Prairie Provident Resources Inc,PPR,4.45,Thursday,13:29,20200924,1329
Purpose Multi Strategy Mkt Neutral Fund,PMM,7.73,Thursday,13:29,20200924,1329
Peyto Exploration and Dvlpmnt Corp,PEY,14.14,Thursday,13:29,20200924,1329
Pretium Resources Inc,PVG,12.63,Thursday,13:29,20200924,1329
Picton Mahoney Multi Strat Alt Fund ETF,PFMS,0.0029,Thursday,13:29,20200924,1329
Platinum Group Metals Ltd,PTM,10.47,Thursday,13:29,20200924,1329
Purpose Enhanced Dividend Fund ETF,PDIV,0.06,Thursday,13:29,20200924,1329
Sentry Select Primary Metals Corp,PME,1.41,Thursday,13:29,20200924,1329
Purpose Diversified Real Asset Fund ETF,PRA,14.79,Thursday,13:29,20200924,1329
Primo Water Corporation,PRMW,13.95,Thursday,13:29,20200924,1329
Purpose Best Ideas Fund ETF,PBI,5.14,Thursday,13:29,20200924,1329
Americas Silver Corp,USA,5.84,Thursday,13:29,20200924,1329
Phx Energy Services Corp,PHX,1.6682,Thursday,13:29,20200924,1329
Trillium Therapeutics Inc,TRIL,13.75,Thursday,13:29,20200924,1329
Turquoise Hill Resources Ltd,TRQ,0.8320000000000001,Thursday,13:29,20200924,1329
Transatlantic Petroleum Ltd,TNP,7.41,Thursday,13:29,20200924,1329
Trevali Mining Corp,TV,6.36,Thursday,13:29,20200924,1329
Trisura Group Ltd,TSU,12.32,Thursday,13:29,20200924,1329
Tecsys Inc J,TCS,6.34,Thursday,13:29,20200924,1329
Vista Gold Corp,VGZ,1.1,Thursday,13:29,20200924,1329
TD S&P TSX Capped Comp Index ETF,TTP,12.04,Thursday,13:29,20200924,1329
Village Farms International Inc,VFF,4.96,Thursday,13:29,20200924,1329
Vermilion Energy Inc,VET,2.66,Thursday,13:29,20200924,1329
The Second Cup Ltd,SCU,11.1,Thursday,13:29,20200924,1329
Scotia Strategic Intl Eqty ETF Portfolio,SINT,1.835,Thursday,13:29,20200924,1329
Westport Fuel Systems Inc,WPRT,1.655,Thursday,13:29,20200924,1329
Suncor Energy Inc,SU,12.88,Thursday,13:29,20200924,1329
CI First Asset US Trendleaders ETF,SID,2.88,Thursday,13:29,20200924,1329
Silvercorp Metals Inc,SVM,7.15,Thursday,13:29,20200924,1329
Tmx Group Limited,X,7.25,Thursday,13:29,20200924,1329
Stella Jones Inc,SJ,6.05,Thursday,13:29,20200924,1329
Sandstorm Gold Ltd,SSL,7.62,Thursday,13:29,20200924,1329
Ishares MSCI EAFE Index ETF,XIN,1.74,Thursday,13:29,20200924,1329
Galiano Gold Inc,GAU,1.375,Thursday,13:32,20200924,1332
General Moly Inc,GMO,0.1164,Thursday,13:32,20200924,1332
Glg Life Tech Corp,GLG,2.41,Thursday,13:32,20200924,1332
Gold Standard Ventures Corp,GSV,0.7487,Thursday,13:32,20200924,1332
Global Atomic Corp,GLO,9.06,Thursday,13:32,20200924,1332
Goodfellow Inc,GDL,8.4,Thursday,13:32,20200924,1332
Gran Tierra Energy Inc,GTE,0.2519,Thursday,13:32,20200924,1332
Geodrill Limited,GEO,10.89,Thursday,13:32,20200924,1332
Horizons Enhanced Income Gold Prod ETF,HEP,12.63,Thursday,13:32,20200924,1332
Accelerate Absolute Return Hdg Fund ETF,HDGE,4.525,Thursday,13:32,20200924,1332
Hudbay Minerals Inc,HBM,3.9736,Thursday,13:32,20200924,1332
Horizons Active CDN Dividend ETF,HAL,12.68,Thursday,13:32,20200924,1332
Hexo Corp,HEXO,0.645,Thursday,13:32,20200924,1332
Helix Biopharm,HBP,2.12,Thursday,13:32,20200924,1332
Horizons Resolve Adptv Asset Alloc ETF,HRAA,0.0061,Thursday,13:32,20200924,1332
Horizons Active Pref Share ETF,HPR,0.2515,Thursday,13:32,20200924,1332
Betapro S&P TSX 60 Daily Inverse ETF,HIX,6.48,Thursday,13:32,20200924,1332
Horizons Active High Yield Bond ETF,HYI,14.03,Thursday,13:32,20200924,1332
Desjardins CDN Pref Share ETF,DCP,10.39,Thursday,13:32,20200924,1332
Dbox Technologies Inc,DBO,7.23,Thursday,13:32,20200924,1332
Blackberry Limited,BB,5.07,Thursday,13:32,20200924,1332
Diversified Royalty Corp,DIV,14.8,Thursday,13:32,20200924,1332
First Trust Indxx Innov Trans Proc ETF,BLCK,1.1,Thursday,13:32,20200924,1332
Bellus Health Inc,BLU,2.1912,Thursday,13:32,20200924,1332
Boralex Inc,BLX,12.22,Thursday,13:32,20200924,1332
Dynamic Ishares Act Global Fin Ser ETF,DXF,0.68,Thursday,13:32,20200924,1332
Brompton Na Financials Dividend ETF,BFIN,7.09,Thursday,13:32,20200924,1332
Dividend Select 15 Corp,DS,1.195,Thursday,13:32,20200924,1332
Bri Chem Corp,BRY,3.23,Thursday,13:32,20200924,1332
Baytex Energy Corp,BTE,0.3556,Thursday,13:32,20200924,1332
Ensign Energy Services Inc,ESI,10.56,Thursday,13:32,20200924,1332
Entree Resources Ltd,ETG,14.63,Thursday,13:32,20200924,1332
Evolve Innovation Index ETF,EDGE,0.5036,Thursday,13:32,20200924,1332
Enerplus Corp,ERF,1.85,Thursday,13:32,20200924,1332
Energy Fuels Inc,EFR,11.7,Thursday,13:32,20200924,1332
Euromax Resources Ltd,EOX,1.37,Thursday,13:32,20200924,1332
Evolve Active Global Fixed Income ETF,EARN,11.23,Thursday,13:32,20200924,1332
Exemplar Growth and Income Fund ETF,EGIF,12.55,Thursday,13:32,20200924,1332
Equinox Gold Corp,EQX,11.52,Thursday,13:32,20200924,1332
Aeterna Zentaris Inc,AEZS,0.3456,Thursday,13:32,20200924,1332
Electrovaya Inc,EFL,8.86,Thursday,13:32,20200924,1332
Andlauer Healthcare Group Inc,AND,9.7,Thursday,13:32,20200924,1332
Aimia Inc,AIM,2.03,Thursday,13:32,20200924,1332
Acuityads Holdings Inc,AT,1.995,Thursday,13:32,20200924,1332
Avino Silver and Gold Mines Ltd,ASM,1.0152,Thursday,13:32,20200924,1332
Aurora Cannabis Inc,ACB,5.24,Thursday,13:32,20200924,1332
Alamos Gold Inc Cls A,AGI,8.88,Thursday,13:32,20200924,1332
Atrium Mortgage Investment Corp,AI,2.6616,Thursday,13:32,20200924,1332
Argonaut Gold Inc,AR,3.195,Thursday,13:32,20200924,1332
Anglo Pacific Group Plc,APY,10.34,Thursday,13:32,20200924,1332
Agjunction Inc,AJX,9.34,Thursday,13:32,20200924,1332
Auryn Resources Inc,AUG,1.955,Thursday,13:32,20200924,1332
Imperial Metals Corp,III,2.0536,Thursday,13:32,20200924,1332
Aphria Inc,APHA,4.3001,Thursday,13:32,20200924,1332
Alexco Resource Corp,AXU,2.73,Thursday,13:32,20200924,1332
Apollo Healthcare Corp.,AHC,1.375,Thursday,13:32,20200924,1332
Intertape Polymer,ITP,0.474,Thursday,13:32,20200924,1332
Imperial Oil,IMO,12.76,Thursday,13:32,20200924,1332
Franklin Libertyqt Intl Eqt Index ETF,FLDM,7.27,Thursday,13:32,20200924,1332
CI First Asset European Bank ETF,FHB,14.86,Thursday,13:32,20200924,1332
Imv Inc.,IMV,4.4501,Thursday,13:32,20200924,1332
Industrial Alliance Ins & Fin Srv Inc,IAG,3.83,Thursday,13:32,20200924,1332
First Mining Gold Corp,FF,11.57,Thursday,13:32,20200924,1332
Intellipharmaceutics International Inc,IPCI,0.2106,Thursday,13:32,20200924,1332
CI First Asset Shrt Term Govt Bond Indx,FGB,2.3673,Thursday,13:32,20200924,1332
Fortune Mnrl J,FT,6.84,Thursday,13:32,20200924,1332
Ishares 1-10 Yr Laddered Corp Bond ETF,CBH,8.89,Thursday,13:32,20200924,1332
Cameco Corp,CCO,0.9295,Thursday,13:32,20200924,1332
CIBC Global Growth ETF,CGLO,4.96,Thursday,13:32,20200924,1332
Clearwater Seafoods Incorporated,CLR,13.0,Thursday,13:32,20200924,1332
CI Marret Alternative Enhanced Yield ETF,CMEY,0.0001,Thursday,13:32,20200924,1332
Chesswood Group Limited,CHW,7.96,Thursday,13:32,20200924,1332
BMO Global Communications Index ETF,COMM,8.56,Thursday,13:32,20200924,1332
Evolve Automobile Innovation Idx Hgd ETF,CARS,7.98,Thursday,13:32,20200924,1332
Capstone Mining Corp,CS,9.7,Thursday,13:32,20200924,1332
Cae Inc,CAE,14.19,Thursday,13:32,20200924,1332
CI Financial Corp,CIX,13.71,Thursday,13:32,20200924,1332
Ishares 1-5Yr Laddered Corp Bond ETF,CBO,13.3,Thursday,13:32,20200924,1332
Canarc Res J,CCM,2.0,Thursday,13:32,20200924,1332
Celestica Inc Sv,CLS,7.11,Thursday,13:32,20200924,1332
Cenovus Energy Inc,CVE,4.025,Thursday,13:32,20200924,1332
Crescent Point Energy Corp,CPG,1.305,Thursday,13:32,20200924,1332
Ishares 1-5 Yr Ladder Govt Bond ETF,CLF,5.87,Thursday,13:32,20200924,1332
Ishares Global Monthly Dividend ETF,CYH,3.775,Thursday,13:32,20200924,1332
Champion Iron Limited,CIA,5.37,Thursday,13:32,20200924,1332
Just Energy Group Inc,JE,0.5189,Thursday,13:32,20200924,1332
Cronos Group Inc,CRON,5.18,Thursday,13:32,20200924,1332
CI Global Real Asset Private Pool ETF,CGRA,0.0036,Thursday,13:32,20200924,1332
Keyera Corp,KEY,11.82,Thursday,13:32,20200924,1332
Lithium Americas Corp,LAC,7.43,Thursday,13:32,20200924,1332
Obsidian Energy Ltd,OBE,0.163,Thursday,13:32,20200924,1332
Evolve Global Healthcare Enhance Yld ETF,LIFE,3.8328,Thursday,13:32,20200924,1332
Magna International Inc,MG,3.925,Thursday,13:32,20200924,1332
Organigram Holdings Inc,OGI,1.095,Thursday,13:32,20200924,1332
Osisko Gold Royalties Ltd,OR,11.81,Thursday,13:32,20200924,1332
Excelsior Mining Corp,MIN,3.8,Thursday,13:32,20200924,1332
Methanex Corp,MX,13.26,Thursday,13:32,20200924,1332
Mullen Group Ltd,MTL,1.5,Thursday,13:32,20200924,1332
Quarterhill Inc,QTRH,1.2,Thursday,13:32,20200924,1332
Ovintiv Inc,OVV,9.1,Thursday,13:32,20200924,1332
Mcewen Mining Inc,MUX,1.02,Thursday,13:32,20200924,1332
Mackenzie Max Dvrs US Index ETF,MUS,12.51,Thursday,13:32,20200924,1332
Mav Beauty Brands Inc,MAV,10.74,Thursday,13:32,20200924,1332
Manulife Fin,MFC,13.84,Thursday,13:32,20200924,1332
Medicenna Therapeutics Corp,MDNA,3.755,Thursday,13:32,20200924,1332
Mackenzie Floating Rate Income ETF,MFT,13.34,Thursday,13:32,20200924,1332
Horizons Active Ai Global Equity ETF,MIND,2.12,Thursday,13:32,20200924,1332
New Millennium Iron Corp,NML,2.38,Thursday,13:32,20200924,1332
Mogo Inc,MOGO,1.46,Thursday,13:32,20200924,1332
Nexa Resources S.A.,NEXA,5.98,Thursday,13:32,20200924,1332
Nexj Systems Inc,NXJ,13.5,Thursday,13:32,20200924,1332
Neovasc Inc,NVCN,2.0705,Thursday,13:32,20200924,1332
Neptune Wellness Solutions Inc,NEPT,2.21,Thursday,13:32,20200924,1332
Nextsource Materials Inc,NEXT,2.89,Thursday,13:32,20200924,1332
Nexgen Energy Ltd,NXE,1.6525,Thursday,13:32,20200924,1332
RBC Target 2021 Corp Bond Index ETF,RQI,10.88,Thursday,13:32,20200924,1332
RBC US Banks Yield Index ETF CAD,RUBY,4.6325,Thursday,13:32,20200924,1332
Canopy Rivers Inc,RIV,14.38,Thursday,13:32,20200924,1332
RBC Quant Emrg Mkts Div Leaders ETF,RXD,12.6,Thursday,13:32,20200924,1332
Resolute Forest Products Inc,RFP,4.41,Thursday,13:32,20200924,1332
Powershares 1 To 3 Yr Lad Float Rate ETF,PFL,10.03,Thursday,13:32,20200924,1332
New Gold Inc,NGD,1.705,Thursday,13:32,20200924,1332
Sprott Physical Gold Trust CAD,PHYS,14.98,Thursday,13:32,20200924,1332
RBC Quant Global Infras Leaders ETF,RIG,0.931,Thursday,13:32,20200924,1332
Purpose Intl Dividend Fund ETF,PID,12.63,Thursday,13:32,20200924,1332
CPI Card Group Inc,PMTS,1.86,Thursday,13:32,20200924,1332
Platinum Group Metals Ltd,PTM,10.47,Thursday,13:32,20200924,1332
Purpose Multi Strategy Mkt Neutral Fund,PMM,7.74,Thursday,13:32,20200924,1332
Peyto Exploration and Dvlpmnt Corp,PEY,14.14,Thursday,13:32,20200924,1332
Purpose Enhanced Dividend Fund ETF,PDIV,0.06,Thursday,13:32,20200924,1332
Purpose Best Ideas Fund ETF,PBI,5.14,Thursday,13:32,20200924,1332
Prairie Provident Resources Inc,PPR,4.45,Thursday,13:32,20200924,1332
Phx Energy Services Corp,PHX,1.6682,Thursday,13:32,20200924,1332
Picton Mahoney Multi Strat Alt Fund ETF,PFMS,0.0029,Thursday,13:32,20200924,1332
Sentry Select Primary Metals Corp,PME,1.4201,Thursday,13:32,20200924,1332
Purpose Diversified Real Asset Fund ETF,PRA,14.84,Thursday,13:32,20200924,1332
Pretium Resources Inc,PVG,12.65,Thursday,13:32,20200924,1332
Primo Water Corporation,PRMW,13.97,Thursday,13:32,20200924,1332
Americas Silver Corp,USA,5.84,Thursday,13:32,20200924,1332
Transatlantic Petroleum Ltd,TNP,7.41,Thursday,13:32,20200924,1332
Tecsys Inc J,TCS,6.34,Thursday,13:32,20200924,1332
Trillium Therapeutics Inc,TRIL,13.82,Thursday,13:32,20200924,1332
Trisura Group Ltd,TSU,12.34,Thursday,13:32,20200924,1332
Turquoise Hill Resources Ltd,TRQ,0.8314,Thursday,13:32,20200924,1332
Trevali Mining Corp,TV,6.38,Thursday,13:32,20200924,1332
Village Farms International Inc,VFF,4.96,Thursday,13:32,20200924,1332
TD S&P TSX Capped Comp Index ETF,TTP,12.04,Thursday,13:32,20200924,1332
Vista Gold Corp,VGZ,1.1,Thursday,13:32,20200924,1332
Vermilion Energy Inc,VET,2.65,Thursday,13:32,20200924,1332
Westport Fuel Systems Inc,WPRT,1.665,Thursday,13:32,20200924,1332
Silvercorp Metals Inc,SVM,7.14,Thursday,13:32,20200924,1332
CI First Asset US Trendleaders ETF,SID,2.89,Thursday,13:32,20200924,1332
Suncor Energy Inc,SU,12.9,Thursday,13:32,20200924,1332
The Second Cup Ltd,SCU,11.1,Thursday,13:32,20200924,1332
Scotia Strategic Intl Eqty ETF Portfolio,SINT,1.835,Thursday,13:32,20200924,1332
Sandstorm Gold Ltd,SSL,7.64,Thursday,13:32,20200924,1332
Stella Jones Inc,SJ,6.05,Thursday,13:32,20200924,1332
Ishares MSCI EAFE Index ETF,XIN,1.74,Thursday,13:32,20200924,1332
Tmx Group Limited,X,7.26,Thursday,13:32,20200924,1332
General Moly Inc,GMO,0.1164,Thursday,13:35,20200924,1335
Goodfellow Inc,GDL,8.44,Thursday,13:35,20200924,1335
Gold Standard Ventures Corp,GSV,0.7492,Thursday,13:35,20200924,1335
Gran Tierra Energy Inc,GTE,0.2525,Thursday,13:35,20200924,1335
Global Atomic Corp,GLO,9.08,Thursday,13:35,20200924,1335
Geodrill Limited,GEO,10.88,Thursday,13:35,20200924,1335
Glg Life Tech Corp,GLG,2.41,Thursday,13:35,20200924,1335
Galiano Gold Inc,GAU,1.385,Thursday,13:35,20200924,1335
Accelerate Absolute Return Hdg Fund ETF,HDGE,4.5213,Thursday,13:35,20200924,1335
Horizons Active CDN Dividend ETF,HAL,12.64,Thursday,13:35,20200924,1335
Betapro S&P TSX 60 Daily Inverse ETF,HIX,6.48,Thursday,13:35,20200924,1335
Helix Biopharm,HBP,2.125,Thursday,13:35,20200924,1335
Hudbay Minerals Inc,HBM,3.975,Thursday,13:35,20200924,1335
Horizons Enhanced Income Gold Prod ETF,HEP,12.64,Thursday,13:35,20200924,1335
Horizons Resolve Adptv Asset Alloc ETF,HRAA,0.0061,Thursday,13:35,20200924,1335
Horizons Active Pref Share ETF,HPR,0.2516,Thursday,13:35,20200924,1335
Desjardins CDN Pref Share ETF,DCP,10.45,Thursday,13:35,20200924,1335
Dbox Technologies Inc,DBO,7.24,Thursday,13:35,20200924,1335
Horizons Active High Yield Bond ETF,HYI,14.03,Thursday,13:35,20200924,1335
Dividend Select 15 Corp,DS,1.199,Thursday,13:35,20200924,1335
Hexo Corp,HEXO,0.6457,Thursday,13:35,20200924,1335
Dynamic Ishares Act Global Fin Ser ETF,DXF,0.68,Thursday,13:35,20200924,1335
Brompton Na Financials Dividend ETF,BFIN,7.09,Thursday,13:35,20200924,1335
Diversified Royalty Corp,DIV,14.8,Thursday,13:35,20200924,1335
Blackberry Limited,BB,5.03,Thursday,13:35,20200924,1335
First Trust Indxx Innov Trans Proc ETF,BLCK,1.1,Thursday,13:35,20200924,1335
Baytex Energy Corp,BTE,0.3595,Thursday,13:35,20200924,1335
Bellus Health Inc,BLU,2.19,Thursday,13:35,20200924,1335
Boralex Inc,BLX,12.2,Thursday,13:35,20200924,1335
Entree Resources Ltd,ETG,14.65,Thursday,13:35,20200924,1335
Evolve Active Global Fixed Income ETF,EARN,11.23,Thursday,13:35,20200924,1335
Enerplus Corp,ERF,1.85,Thursday,13:35,20200924,1335
Ensign Energy Services Inc,ESI,10.56,Thursday,13:35,20200924,1335
Evolve Innovation Index ETF,EDGE,0.5036,Thursday,13:35,20200924,1335
Bri Chem Corp,BRY,3.225,Thursday,13:35,20200924,1335
Exemplar Growth and Income Fund ETF,EGIF,12.55,Thursday,13:35,20200924,1335
Euromax Resources Ltd,EOX,1.37,Thursday,13:35,20200924,1335
Electrovaya Inc,EFL,8.77,Thursday,13:35,20200924,1335
Equinox Gold Corp,EQX,11.56,Thursday,13:35,20200924,1335
Alamos Gold Inc Cls A,AGI,8.9,Thursday,13:35,20200924,1335
Aeterna Zentaris Inc,AEZS,0.3456,Thursday,13:35,20200924,1335
Energy Fuels Inc,EFR,11.7,Thursday,13:35,20200924,1335
Andlauer Healthcare Group Inc,AND,9.7,Thursday,13:35,20200924,1335
Avino Silver and Gold Mines Ltd,ASM,1.03,Thursday,13:35,20200924,1335
Argonaut Gold Inc,AR,3.195,Thursday,13:35,20200924,1335
Aimia Inc,AIM,2.02,Thursday,13:35,20200924,1335
Aurora Cannabis Inc,ACB,5.31,Thursday,13:35,20200924,1335
Acuityads Holdings Inc,AT,2.0,Thursday,13:35,20200924,1335
Apollo Healthcare Corp.,AHC,1.375,Thursday,13:35,20200924,1335
Agjunction Inc,AJX,9.34,Thursday,13:35,20200924,1335
Atrium Mortgage Investment Corp,AI,2.6616,Thursday,13:35,20200924,1335
Alexco Resource Corp,AXU,2.73,Thursday,13:35,20200924,1335
Anglo Pacific Group Plc,APY,10.34,Thursday,13:35,20200924,1335
Imperial Metals Corp,III,2.0536,Thursday,13:35,20200924,1335
Intertape Polymer,ITP,0.474,Thursday,13:35,20200924,1335
Aphria Inc,APHA,4.315,Thursday,13:35,20200924,1335
Intellipharmaceutics International Inc,IPCI,0.2106,Thursday,13:35,20200924,1335
Auryn Resources Inc,AUG,1.955,Thursday,13:35,20200924,1335
Imperial Oil,IMO,12.77,Thursday,13:35,20200924,1335
Imv Inc.,IMV,4.45,Thursday,13:35,20200924,1335
Industrial Alliance Ins & Fin Srv Inc,IAG,3.835,Thursday,13:35,20200924,1335
CI First Asset European Bank ETF,FHB,14.82,Thursday,13:35,20200924,1335
Franklin Libertyqt Intl Eqt Index ETF,FLDM,7.25,Thursday,13:35,20200924,1335
CI First Asset Shrt Term Govt Bond Indx,FGB,2.35,Thursday,13:35,20200924,1335
Ishares 1-10 Yr Laddered Corp Bond ETF,CBH,8.89,Thursday,13:35,20200924,1335
Cameco Corp,CCO,0.9399,Thursday,13:35,20200924,1335
First Mining Gold Corp,FF,11.57,Thursday,13:35,20200924,1335
Chesswood Group Limited,CHW,7.97,Thursday,13:35,20200924,1335
CIBC Global Growth ETF,CGLO,4.96,Thursday,13:35,20200924,1335
Fortune Mnrl J,FT,6.84,Thursday,13:35,20200924,1335
CI Financial Corp,CIX,13.71,Thursday,13:35,20200924,1335
Evolve Automobile Innovation Idx Hgd ETF,CARS,7.95,Thursday,13:35,20200924,1335
Clearwater Seafoods Incorporated,CLR,12.96,Thursday,13:35,20200924,1335
CI Marret Alternative Enhanced Yield ETF,CMEY,0.0001,Thursday,13:35,20200924,1335
Capstone Mining Corp,CS,9.69,Thursday,13:35,20200924,1335
Cae Inc,CAE,14.21,Thursday,13:35,20200924,1335
BMO Global Communications Index ETF,COMM,8.55,Thursday,13:35,20200924,1335
Canarc Res J,CCM,2.0,Thursday,13:35,20200924,1335
Champion Iron Limited,CIA,5.37,Thursday,13:35,20200924,1335
Ishares 1-5Yr Laddered Corp Bond ETF,CBO,13.3,Thursday,13:35,20200924,1335
Ishares 1-5 Yr Ladder Govt Bond ETF,CLF,5.86,Thursday,13:35,20200924,1335
Cronos Group Inc,CRON,5.2,Thursday,13:35,20200924,1335
Celestica Inc Sv,CLS,7.12,Thursday,13:35,20200924,1335
Crescent Point Energy Corp,CPG,1.31,Thursday,13:35,20200924,1335
CI Global Real Asset Private Pool ETF,CGRA,0.0036,Thursday,13:35,20200924,1335
Cenovus Energy Inc,CVE,4.02,Thursday,13:35,20200924,1335
Lithium Americas Corp,LAC,7.39,Thursday,13:35,20200924,1335
