name,symbol,price,day,time,date,minute
Hexo Corp,HEXO,0.6545,Friday,10:23,20200925,1023
Diversified Royalty Corp,DIV,14.62,Friday,10:23,20200925,1023
Horizons Active High Yield Bond ETF,HYI,13.95,Friday,10:23,20200925,1023
Brompton Na Financials Dividend ETF,BFIN,7.31,Friday,10:23,20200925,1023
Blackberry Limited,BB,4.74,Friday,10:23,20200925,1023
Boralex Inc,BLX,12.12,Friday,10:23,20200925,1023
Bellus Health Inc,BLU,2.21,Friday,10:23,20200925,1023
Baytex Energy Corp,BTE,0.3482,Friday,10:23,20200925,1023
First Trust Indxx Innov Trans Proc ETF,BLCK,1.1,Friday,10:23,20200925,1023
Ensign Energy Services Inc,ESI,10.33,Friday,10:23,20200925,1023
Entree Resources Ltd,ETG,14.43,Friday,10:23,20200925,1023
Evolve Innovation Index ETF,EDGE,0.5036,Friday,10:23,20200925,1023
Enerplus Corp,ERF,1.765,Friday,10:23,20200925,1023
Bri Chem Corp,BRY,3.07,Friday,10:23,20200925,1023
Evolve Active Global Fixed Income ETF,EARN,11.17,Friday,10:23,20200925,1023
Electrovaya Inc,EFL,8.76,Friday,10:23,20200925,1023
Exemplar Growth and Income Fund ETF,EGIF,12.55,Friday,10:23,20200925,1023
Euromax Resources Ltd,EOX,1.37,Friday,10:23,20200925,1023
Energy Fuels Inc,EFR,11.65,Friday,10:23,20200925,1023
Equinox Gold Corp,EQX,11.52,Friday,10:23,20200925,1023
Aimia Inc,AIM,2.05,Friday,10:23,20200925,1023
Andlauer Healthcare Group Inc,AND,9.7,Friday,10:23,20200925,1023
Argonaut Gold Inc,AR,3.14,Friday,10:23,20200925,1023
Alamos Gold Inc Cls A,AGI,8.7,Friday,10:23,20200925,1023
Avino Silver and Gold Mines Ltd,ASM,1.0252,Friday,10:23,20200925,1023
Aeterna Zentaris Inc,AEZS,0.3405,Friday,10:23,20200925,1023
Aurora Cannabis Inc,ACB,5.03,Friday,10:23,20200925,1023
Apollo Healthcare Corp.,AHC,1.36,Friday,10:23,20200925,1023
Atrium Mortgage Investment Corp,AI,2.69,Friday,10:23,20200925,1023
Anglo Pacific Group Plc,APY,10.34,Friday,10:23,20200925,1023
Agjunction Inc,AJX,9.35,Friday,10:23,20200925,1023
Acuityads Holdings Inc,AT,2.0,Friday,10:23,20200925,1023
Alexco Resource Corp,AXU,2.625,Friday,10:23,20200925,1023
Intellipharmaceutics International Inc,IPCI,0.2106,Friday,10:23,20200925,1023
Auryn Resources Inc,AUG,1.9245,Friday,10:23,20200925,1023
Imperial Metals Corp,III,2.06,Friday,10:23,20200925,1023
Intertape Polymer,ITP,0.48,Friday,10:23,20200925,1023
Industrial Alliance Ins & Fin Srv Inc,IAG,3.775,Friday,10:23,20200925,1023
Aphria Inc,APHA,4.24,Friday,10:23,20200925,1023
Imv Inc.,IMV,4.53,Friday,10:23,20200925,1023
Imperial Oil,IMO,12.34,Friday,10:23,20200925,1023
CI First Asset European Bank ETF,FHB,14.5,Friday,10:23,20200925,1023
First Mining Gold Corp,FF,11.05,Friday,10:23,20200925,1023
CI First Asset Shrt Term Govt Bond Indx,FGB,2.23,Friday,10:23,20200925,1023
Fortune Mnrl J,FT,6.8,Friday,10:23,20200925,1023
Franklin Libertyqt Intl Eqt Index ETF,FLDM,7.16,Friday,10:23,20200925,1023
Evolve Automobile Innovation Idx Hgd ETF,CARS,7.59,Friday,10:23,20200925,1023
Chesswood Group Limited,CHW,7.76,Friday,10:23,20200925,1023
Ishares 1-10 Yr Laddered Corp Bond ETF,CBH,8.77,Friday,10:23,20200925,1023
Cameco Corp,CCO,0.95,Friday,10:23,20200925,1023
CIBC Global Growth ETF,CGLO,4.5,Friday,10:23,20200925,1023
CI Financial Corp,CIX,13.62,Friday,10:23,20200925,1023
Clearwater Seafoods Incorporated,CLR,12.57,Friday,10:23,20200925,1023
Capstone Mining Corp,CS,9.4,Friday,10:23,20200925,1023
Ishares 1-5Yr Laddered Corp Bond ETF,CBO,13.3,Friday,10:23,20200925,1023
CI Marret Alternative Enhanced Yield ETF,CMEY,0.0001,Friday,10:23,20200925,1023
Canarc Res J,CCM,2.0,Friday,10:23,20200925,1023
CI Global Real Asset Private Pool ETF,CGRA,0.0036,Friday,10:23,20200925,1023
Cae Inc,CAE,14.0,Friday,10:23,20200925,1023
Champion Iron Limited,CIA,5.3,Friday,10:23,20200925,1023
BMO Global Communications Index ETF,COMM,8.44,Friday,10:23,20200925,1023
Ishares 1-5 Yr Ladder Govt Bond ETF,CLF,5.75,Friday,10:23,20200925,1023
Celestica Inc Sv,CLS,6.91,Friday,10:23,20200925,1023
Cronos Group Inc,CRON,5.07,Friday,10:23,20200925,1023
Cenovus Energy Inc,CVE,3.94,Friday,10:23,20200925,1023
Lithium Americas Corp,LAC,7.82,Friday,10:23,20200925,1023
Ishares Global Monthly Dividend ETF,CYH,4.13,Friday,10:23,20200925,1023
Crescent Point Energy Corp,CPG,1.25,Friday,10:23,20200925,1023
Just Energy Group Inc,JE,0.595,Friday,10:23,20200925,1023
Obsidian Energy Ltd,OBE,0.163,Friday,10:23,20200925,1023
Osisko Gold Royalties Ltd,OR,11.6,Friday,10:23,20200925,1023
Evolve Global Healthcare Enhance Yld ETF,LIFE,3.9,Friday,10:23,20200925,1023
Keyera Corp,KEY,11.51,Friday,10:23,20200925,1023
Magna International Inc,MG,3.83,Friday,10:23,20200925,1023
Organigram Holdings Inc,OGI,1.07,Friday,10:23,20200925,1023
Excelsior Mining Corp,MIN,3.76,Friday,10:23,20200925,1023
Ovintiv Inc,OVV,8.66,Friday,10:23,20200925,1023
Methanex Corp,MX,13.3,Friday,10:23,20200925,1023
Mullen Group Ltd,MTL,1.49,Friday,10:23,20200925,1023
Mackenzie Max Dvrs US Index ETF,MUS,12.54,Friday,10:23,20200925,1023
Mav Beauty Brands Inc,MAV,10.76,Friday,10:23,20200925,1023
Manulife Fin,MFC,13.62,Friday,10:23,20200925,1023
Horizons Active Ai Global Equity ETF,MIND,2.08,Friday,10:23,20200925,1023
Mcewen Mining Inc,MUX,0.9988,Friday,10:23,20200925,1023
Quarterhill Inc,QTRH,1.2,Friday,10:23,20200925,1023
Nexa Resources S.A.,NEXA,5.87,Friday,10:23,20200925,1023
Medicenna Therapeutics Corp,MDNA,3.8,Friday,10:23,20200925,1023
New Millennium Iron Corp,NML,2.3605,Friday,10:23,20200925,1023
Mackenzie Floating Rate Income ETF,MFT,13.27,Friday,10:23,20200925,1023
Nexj Systems Inc,NXJ,13.5,Friday,10:23,20200925,1023
Mogo Inc,MOGO,1.4899,Friday,10:23,20200925,1023
Neovasc Inc,NVCN,2.08,Friday,10:23,20200925,1023
Neptune Wellness Solutions Inc,NEPT,2.12,Friday,10:23,20200925,1023
Nexgen Energy Ltd,NXE,1.67,Friday,10:23,20200925,1023
Nextsource Materials Inc,NEXT,3.4401,Friday,10:23,20200925,1023
Resolute Forest Products Inc,RFP,4.25,Friday,10:23,20200925,1023
New Gold Inc,NGD,1.6572,Friday,10:23,20200925,1023
RBC Target 2021 Corp Bond Index ETF,RQI,10.82,Friday,10:23,20200925,1023
Canopy Rivers Inc,RIV,14.27,Friday,10:23,20200925,1023
RBC Quant Emrg Mkts Div Leaders ETF,RXD,12.48,Friday,10:23,20200925,1023
RBC Quant Global Infras Leaders ETF,RIG,0.8576,Friday,10:23,20200925,1023
RBC US Banks Yield Index ETF CAD,RUBY,4.8,Friday,10:23,20200925,1023
Sprott Physical Gold Trust CAD,PHYS,14.89,Friday,10:23,20200925,1023
Purpose Multi Strategy Mkt Neutral Fund,PMM,7.7,Friday,10:23,20200925,1023
Prairie Provident Resources Inc,PPR,4.42,Friday,10:23,20200925,1023
Platinum Group Metals Ltd,PTM,10.47,Friday,10:23,20200925,1023
CPI Card Group Inc,PMTS,1.99,Friday,10:23,20200925,1023
Purpose Enhanced Dividend Fund ETF,PDIV,0.06,Friday,10:23,20200925,1023
Powershares 1 To 3 Yr Lad Float Rate ETF,PFL,10.05,Friday,10:23,20200925,1023
Purpose Intl Dividend Fund ETF,PID,12.46,Friday,10:23,20200925,1023
Peyto Exploration and Dvlpmnt Corp,PEY,13.93,Friday,10:23,20200925,1023
Picton Mahoney Multi Strat Alt Fund ETF,PFMS,0.0027,Friday,10:23,20200925,1023
Phx Energy Services Corp,PHX,1.62,Friday,10:23,20200925,1023
Pretium Resources Inc,PVG,12.43,Friday,10:23,20200925,1023
Purpose Best Ideas Fund ETF,PBI,5.19,Friday,10:23,20200925,1023
Sentry Select Primary Metals Corp,PME,1.42,Friday,10:23,20200925,1023
Trisura Group Ltd,TSU,11.9,Friday,10:23,20200925,1023
Americas Silver Corp,USA,5.8,Friday,10:23,20200925,1023
Tecsys Inc J,TCS,6.38,Friday,10:23,20200925,1023
Purpose Diversified Real Asset Fund ETF,PRA,14.41,Friday,10:23,20200925,1023
Trillium Therapeutics Inc,TRIL,13.97,Friday,10:23,20200925,1023
Primo Water Corporation,PRMW,13.73,Friday,10:23,20200925,1023
Turquoise Hill Resources Ltd,TRQ,0.8365,Friday,10:23,20200925,1023
TD S&P TSX Capped Comp Index ETF,TTP,12.02,Friday,10:23,20200925,1023
Transatlantic Petroleum Ltd,TNP,7.3,Friday,10:23,20200925,1023
Trevali Mining Corp,TV,6.11,Friday,10:23,20200925,1023
Vermilion Energy Inc,VET,2.49,Friday,10:23,20200925,1023
Vista Gold Corp,VGZ,1.09,Friday,10:23,20200925,1023
The Second Cup Ltd,SCU,11.02,Friday,10:23,20200925,1023
Scotia Strategic Intl Eqty ETF Portfolio,SINT,1.7901,Friday,10:23,20200925,1023
Silvercorp Metals Inc,SVM,7.16,Friday,10:23,20200925,1023
Stella Jones Inc,SJ,6.08,Friday,10:23,20200925,1023
CI First Asset US Trendleaders ETF,SID,2.82,Friday,10:23,20200925,1023
Sandstorm Gold Ltd,SSL,7.46,Friday,10:23,20200925,1023
Suncor Energy Inc,SU,12.43,Friday,10:23,20200925,1023
Westport Fuel Systems Inc,WPRT,1.5683,Friday,10:23,20200925,1023
Village Farms International Inc,VFF,4.7,Friday,10:23,20200925,1023
Ishares MSCI EAFE Index ETF,XIN,1.7001,Friday,10:23,20200925,1023
Tmx Group Limited,X,7.09,Friday,10:23,20200925,1023
Gold Standard Ventures Corp,GSV,0.7351,Friday,10:26,20200925,1026
Glg Life Tech Corp,GLG,2.52,Friday,10:26,20200925,1026
Gran Tierra Energy Inc,GTE,0.2461,Friday,10:26,20200925,1026
Geodrill Limited,GEO,10.76,Friday,10:26,20200925,1026
Goodfellow Inc,GDL,8.38,Friday,10:26,20200925,1026
Global Atomic Corp,GLO,8.98,Friday,10:26,20200925,1026
General Moly Inc,GMO,0.1179,Friday,10:26,20200925,1026
Horizons Active CDN Dividend ETF,HAL,12.49,Friday,10:26,20200925,1026
Galiano Gold Inc,GAU,1.34,Friday,10:26,20200925,1026
Accelerate Absolute Return Hdg Fund ETF,HDGE,4.5711,Friday,10:26,20200925,1026
Hudbay Minerals Inc,HBM,3.97,Friday,10:26,20200925,1026
Horizons Enhanced Income Gold Prod ETF,HEP,12.36,Friday,10:26,20200925,1026
Helix Biopharm,HBP,2.07,Friday,10:26,20200925,1026
Horizons Resolve Adptv Asset Alloc ETF,HRAA,0.0061,Friday,10:26,20200925,1026
Betapro S&P TSX 60 Daily Inverse ETF,HIX,6.39,Friday,10:26,20200925,1026
Horizons Active High Yield Bond ETF,HYI,13.95,Friday,10:26,20200925,1026
Hexo Corp,HEXO,0.6549,Friday,10:26,20200925,1026
Dbox Technologies Inc,DBO,7.19,Friday,10:26,20200925,1026
Horizons Active Pref Share ETF,HPR,0.2394,Friday,10:26,20200925,1026
Desjardins CDN Pref Share ETF,DCP,10.23,Friday,10:26,20200925,1026
Dividend Select 15 Corp,DS,1.23,Friday,10:26,20200925,1026
Dynamic Ishares Act Global Fin Ser ETF,DXF,0.6785,Friday,10:26,20200925,1026
Blackberry Limited,BB,4.725,Friday,10:26,20200925,1026
Diversified Royalty Corp,DIV,14.62,Friday,10:26,20200925,1026
First Trust Indxx Innov Trans Proc ETF,BLCK,1.1,Friday,10:26,20200925,1026
Boralex Inc,BLX,12.11,Friday,10:26,20200925,1026
Bri Chem Corp,BRY,3.08,Friday,10:26,20200925,1026
Baytex Energy Corp,BTE,0.3493,Friday,10:26,20200925,1026
Enerplus Corp,ERF,1.7599,Friday,10:26,20200925,1026
Entree Resources Ltd,ETG,14.43,Friday,10:26,20200925,1026
Brompton Na Financials Dividend ETF,BFIN,7.31,Friday,10:26,20200925,1026
Bellus Health Inc,BLU,2.21,Friday,10:26,20200925,1026
Evolve Active Global Fixed Income ETF,EARN,11.17,Friday,10:26,20200925,1026
Ensign Energy Services Inc,ESI,10.33,Friday,10:26,20200925,1026
Evolve Innovation Index ETF,EDGE,0.5036,Friday,10:26,20200925,1026
Electrovaya Inc,EFL,8.76,Friday,10:26,20200925,1026
Exemplar Growth and Income Fund ETF,EGIF,12.55,Friday,10:26,20200925,1026
Energy Fuels Inc,EFR,11.65,Friday,10:26,20200925,1026
Euromax Resources Ltd,EOX,1.37,Friday,10:26,20200925,1026
Alamos Gold Inc Cls A,AGI,8.69,Friday,10:26,20200925,1026
Andlauer Healthcare Group Inc,AND,9.7,Friday,10:26,20200925,1026
Aimia Inc,AIM,2.0501,Friday,10:26,20200925,1026
Avino Silver and Gold Mines Ltd,ASM,1.0252,Friday,10:26,20200925,1026
Equinox Gold Corp,EQX,11.53,Friday,10:26,20200925,1026
Argonaut Gold Inc,AR,3.115,Friday,10:26,20200925,1026
Aurora Cannabis Inc,ACB,5.01,Friday,10:26,20200925,1026
Aeterna Zentaris Inc,AEZS,0.34,Friday,10:26,20200925,1026
Atrium Mortgage Investment Corp,AI,2.69,Friday,10:26,20200925,1026
Apollo Healthcare Corp.,AHC,1.38,Friday,10:26,20200925,1026
Acuityads Holdings Inc,AT,2.0,Friday,10:26,20200925,1026
Agjunction Inc,AJX,9.33,Friday,10:26,20200925,1026
Auryn Resources Inc,AUG,1.92,Friday,10:26,20200925,1026
Anglo Pacific Group Plc,APY,10.34,Friday,10:26,20200925,1026
Aphria Inc,APHA,4.23,Friday,10:26,20200925,1026
Imperial Metals Corp,III,2.06,Friday,10:26,20200925,1026
Intellipharmaceutics International Inc,IPCI,0.2106,Friday,10:26,20200925,1026
Alexco Resource Corp,AXU,2.6301,Friday,10:26,20200925,1026
Industrial Alliance Ins & Fin Srv Inc,IAG,3.78,Friday,10:26,20200925,1026
Imperial Oil,IMO,12.34,Friday,10:26,20200925,1026
Imv Inc.,IMV,4.61,Friday,10:26,20200925,1026
Intertape Polymer,ITP,0.48,Friday,10:26,20200925,1026
CI First Asset European Bank ETF,FHB,14.46,Friday,10:26,20200925,1026
Franklin Libertyqt Intl Eqt Index ETF,FLDM,7.1,Friday,10:26,20200925,1026
First Mining Gold Corp,FF,11.05,Friday,10:26,20200925,1026
Cameco Corp,CCO,0.95,Friday,10:26,20200925,1026
Fortune Mnrl J,FT,6.8,Friday,10:26,20200925,1026
Ishares 1-10 Yr Laddered Corp Bond ETF,CBH,8.77,Friday,10:26,20200925,1026
Chesswood Group Limited,CHW,7.76,Friday,10:26,20200925,1026
Evolve Automobile Innovation Idx Hgd ETF,CARS,7.56,Friday,10:26,20200925,1026
CIBC Global Growth ETF,CGLO,4.5,Friday,10:26,20200925,1026
CI First Asset Shrt Term Govt Bond Indx,FGB,2.245,Friday,10:26,20200925,1026
CI Financial Corp,CIX,13.62,Friday,10:26,20200925,1026
Clearwater Seafoods Incorporated,CLR,12.45,Friday,10:26,20200925,1026
CI Marret Alternative Enhanced Yield ETF,CMEY,0.0001,Friday,10:26,20200925,1026
Capstone Mining Corp,CS,9.41,Friday,10:26,20200925,1026
CI Global Real Asset Private Pool ETF,CGRA,0.0036,Friday,10:26,20200925,1026
Champion Iron Limited,CIA,5.3,Friday,10:26,20200925,1026
Ishares 1-5Yr Laddered Corp Bond ETF,CBO,13.3,Friday,10:26,20200925,1026
Canarc Res J,CCM,2.0,Friday,10:26,20200925,1026
BMO Global Communications Index ETF,COMM,8.43,Friday,10:26,20200925,1026
Ishares 1-5 Yr Ladder Govt Bond ETF,CLF,5.74,Friday,10:26,20200925,1026
Cae Inc,CAE,14.0,Friday,10:26,20200925,1026
Crescent Point Energy Corp,CPG,1.2599,Friday,10:26,20200925,1026
Celestica Inc Sv,CLS,6.95,Friday,10:26,20200925,1026
Cronos Group Inc,CRON,5.06,Friday,10:26,20200925,1026
Keyera Corp,KEY,11.47,Friday,10:26,20200925,1026
Cenovus Energy Inc,CVE,3.92,Friday,10:26,20200925,1026
Obsidian Energy Ltd,OBE,0.163,Friday,10:26,20200925,1026
Just Energy Group Inc,JE,0.594,Friday,10:26,20200925,1026
Evolve Global Healthcare Enhance Yld ETF,LIFE,3.9,Friday,10:26,20200925,1026
Osisko Gold Royalties Ltd,OR,11.59,Friday,10:26,20200925,1026
Lithium Americas Corp,LAC,7.76,Friday,10:26,20200925,1026
Ishares Global Monthly Dividend ETF,CYH,4.0811,Friday,10:26,20200925,1026
Organigram Holdings Inc,OGI,1.0681,Friday,10:26,20200925,1026
Ovintiv Inc,OVV,8.65,Friday,10:26,20200925,1026
Mullen Group Ltd,MTL,1.49,Friday,10:26,20200925,1026
Excelsior Mining Corp,MIN,3.7632,Friday,10:26,20200925,1026
Magna International Inc,MG,3.845,Friday,10:26,20200925,1026
Quarterhill Inc,QTRH,1.2,Friday,10:26,20200925,1026
Mav Beauty Brands Inc,MAV,10.76,Friday,10:26,20200925,1026
Mackenzie Max Dvrs US Index ETF,MUS,12.54,Friday,10:26,20200925,1026
Manulife Fin,MFC,13.62,Friday,10:26,20200925,1026
Mcewen Mining Inc,MUX,0.9987,Friday,10:26,20200925,1026
Medicenna Therapeutics Corp,MDNA,3.8,Friday,10:26,20200925,1026
Methanex Corp,MX,13.33,Friday,10:26,20200925,1026
Mogo Inc,MOGO,1.4899,Friday,10:26,20200925,1026
New Millennium Iron Corp,NML,2.3605,Friday,10:26,20200925,1026
Neovasc Inc,NVCN,2.0801,Friday,10:26,20200925,1026
Mackenzie Floating Rate Income ETF,MFT,13.27,Friday,10:26,20200925,1026
Neptune Wellness Solutions Inc,NEPT,2.1401,Friday,10:26,20200925,1026
Nexa Resources S.A.,NEXA,5.87,Friday,10:26,20200925,1026
Nexj Systems Inc,NXJ,13.5,Friday,10:26,20200925,1026
Nextsource Materials Inc,NEXT,3.2901,Friday,10:26,20200925,1026
New Gold Inc,NGD,1.66,Friday,10:26,20200925,1026
Nexgen Energy Ltd,NXE,1.67,Friday,10:26,20200925,1026
Horizons Active Ai Global Equity ETF,MIND,2.08,Friday,10:26,20200925,1026
Resolute Forest Products Inc,RFP,4.25,Friday,10:26,20200925,1026
Canopy Rivers Inc,RIV,14.27,Friday,10:26,20200925,1026
RBC Quant Emrg Mkts Div Leaders ETF,RXD,12.48,Friday,10:26,20200925,1026
Sprott Physical Gold Trust CAD,PHYS,14.89,Friday,10:26,20200925,1026
Powershares 1 To 3 Yr Lad Float Rate ETF,PFL,10.02,Friday,10:26,20200925,1026
RBC Quant Global Infras Leaders ETF,RIG,0.8649,Friday,10:26,20200925,1026
RBC US Banks Yield Index ETF CAD,RUBY,4.795,Friday,10:26,20200925,1026
RBC Target 2021 Corp Bond Index ETF,RQI,10.82,Friday,10:26,20200925,1026
Purpose Multi Strategy Mkt Neutral Fund,PMM,7.69,Friday,10:26,20200925,1026
Purpose Intl Dividend Fund ETF,PID,12.46,Friday,10:26,20200925,1026
Pretium Resources Inc,PVG,12.47,Friday,10:26,20200925,1026
Platinum Group Metals Ltd,PTM,10.47,Friday,10:26,20200925,1026
Prairie Provident Resources Inc,PPR,4.43,Friday,10:26,20200925,1026
Purpose Best Ideas Fund ETF,PBI,5.18,Friday,10:26,20200925,1026
CPI Card Group Inc,PMTS,1.99,Friday,10:26,20200925,1026
Purpose Enhanced Dividend Fund ETF,PDIV,0.06,Friday,10:26,20200925,1026
Sentry Select Primary Metals Corp,PME,1.42,Friday,10:26,20200925,1026
Phx Energy Services Corp,PHX,1.62,Friday,10:26,20200925,1026
Peyto Exploration and Dvlpmnt Corp,PEY,13.93,Friday,10:26,20200925,1026
Purpose Diversified Real Asset Fund ETF,PRA,14.46,Friday,10:26,20200925,1026
Primo Water Corporation,PRMW,13.74,Friday,10:26,20200925,1026
Picton Mahoney Multi Strat Alt Fund ETF,PFMS,0.0027,Friday,10:26,20200925,1026
Tecsys Inc J,TCS,6.38,Friday,10:26,20200925,1026
Transatlantic Petroleum Ltd,TNP,7.3,Friday,10:26,20200925,1026
Turquoise Hill Resources Ltd,TRQ,0.8442,Friday,10:26,20200925,1026
Americas Silver Corp,USA,5.8,Friday,10:26,20200925,1026
Trillium Therapeutics Inc,TRIL,13.89,Friday,10:26,20200925,1026
TD S&P TSX Capped Comp Index ETF,TTP,12.02,Friday,10:26,20200925,1026
Trisura Group Ltd,TSU,11.9,Friday,10:26,20200925,1026
Vermilion Energy Inc,VET,2.48,Friday,10:26,20200925,1026
Village Farms International Inc,VFF,4.735,Friday,10:26,20200925,1026
Vista Gold Corp,VGZ,1.09,Friday,10:26,20200925,1026
Westport Fuel Systems Inc,WPRT,1.5546,Friday,10:26,20200925,1026
Trevali Mining Corp,TV,6.09,Friday,10:26,20200925,1026
Silvercorp Metals Inc,SVM,7.15,Friday,10:26,20200925,1026
Scotia Strategic Intl Eqty ETF Portfolio,SINT,1.8,Friday,10:26,20200925,1026
CI First Asset US Trendleaders ETF,SID,2.82,Friday,10:26,20200925,1026
Stella Jones Inc,SJ,6.01,Friday,10:26,20200925,1026
The Second Cup Ltd,SCU,11.1,Friday,10:26,20200925,1026
Suncor Energy Inc,SU,12.38,Friday,10:26,20200925,1026
Sandstorm Gold Ltd,SSL,7.46,Friday,10:26,20200925,1026
Ishares MSCI EAFE Index ETF,XIN,1.8,Friday,10:26,20200925,1026
Tmx Group Limited,X,7.08,Friday,10:26,20200925,1026
Goodfellow Inc,GDL,8.38,Friday,10:29,20200925,1029
Global Atomic Corp,GLO,8.96,Friday,10:29,20200925,1029
General Moly Inc,GMO,0.1165,Friday,10:29,20200925,1029
Gran Tierra Energy Inc,GTE,0.2449,Friday,10:29,20200925,1029
Geodrill Limited,GEO,10.77,Friday,10:29,20200925,1029
Gold Standard Ventures Corp,GSV,0.733,Friday,10:29,20200925,1029
Galiano Gold Inc,GAU,1.345,Friday,10:29,20200925,1029
Horizons Active CDN Dividend ETF,HAL,12.5,Friday,10:29,20200925,1029
Glg Life Tech Corp,GLG,2.52,Friday,10:29,20200925,1029
Accelerate Absolute Return Hdg Fund ETF,HDGE,4.5711,Friday,10:29,20200925,1029
Hudbay Minerals Inc,HBM,3.96,Friday,10:29,20200925,1029
Helix Biopharm,HBP,2.11,Friday,10:29,20200925,1029
Horizons Enhanced Income Gold Prod ETF,HEP,12.37,Friday,10:29,20200925,1029
Betapro S&P TSX 60 Daily Inverse ETF,HIX,6.39,Friday,10:29,20200925,1029
Horizons Active High Yield Bond ETF,HYI,13.95,Friday,10:29,20200925,1029
Horizons Resolve Adptv Asset Alloc ETF,HRAA,0.0061,Friday,10:29,20200925,1029
Dbox Technologies Inc,DBO,7.19,Friday,10:29,20200925,1029
Horizons Active Pref Share ETF,HPR,0.24,Friday,10:29,20200925,1029
Hexo Corp,HEXO,0.6557,Friday,10:29,20200925,1029
Dividend Select 15 Corp,DS,1.23,Friday,10:29,20200925,1029
Desjardins CDN Pref Share ETF,DCP,10.26,Friday,10:29,20200925,1029
Blackberry Limited,BB,4.73,Friday,10:29,20200925,1029
Brompton Na Financials Dividend ETF,BFIN,7.31,Friday,10:29,20200925,1029
Diversified Royalty Corp,DIV,14.66,Friday,10:29,20200925,1029
Boralex Inc,BLX,12.11,Friday,10:29,20200925,1029
Bri Chem Corp,BRY,3.08,Friday,10:29,20200925,1029
Dynamic Ishares Act Global Fin Ser ETF,DXF,0.6785,Friday,10:29,20200925,1029
First Trust Indxx Innov Trans Proc ETF,BLCK,1.1,Friday,10:29,20200925,1029
Baytex Energy Corp,BTE,0.3495,Friday,10:29,20200925,1029
Bellus Health Inc,BLU,2.21,Friday,10:29,20200925,1029
Enerplus Corp,ERF,1.76,Friday,10:29,20200925,1029
Entree Resources Ltd,ETG,14.4,Friday,10:29,20200925,1029
Ensign Energy Services Inc,ESI,10.3,Friday,10:29,20200925,1029
Evolve Active Global Fixed Income ETF,EARN,11.17,Friday,10:29,20200925,1029
Energy Fuels Inc,EFR,11.64,Friday,10:29,20200925,1029
Euromax Resources Ltd,EOX,1.37,Friday,10:29,20200925,1029
Evolve Innovation Index ETF,EDGE,0.5036,Friday,10:29,20200925,1029
Alamos Gold Inc Cls A,AGI,8.67,Friday,10:29,20200925,1029
Electrovaya Inc,EFL,8.76,Friday,10:29,20200925,1029
Equinox Gold Corp,EQX,11.52,Friday,10:29,20200925,1029
Aimia Inc,AIM,2.0501,Friday,10:29,20200925,1029
Exemplar Growth and Income Fund ETF,EGIF,12.55,Friday,10:29,20200925,1029
Aeterna Zentaris Inc,AEZS,0.34,Friday,10:29,20200925,1029
Andlauer Healthcare Group Inc,AND,9.7,Friday,10:29,20200925,1029
Avino Silver and Gold Mines Ltd,ASM,1.0299,Friday,10:29,20200925,1029
Aurora Cannabis Inc,ACB,5.05,Friday,10:29,20200925,1029
Agjunction Inc,AJX,9.33,Friday,10:29,20200925,1029
Acuityads Holdings Inc,AT,2.0,Friday,10:29,20200925,1029
Aphria Inc,APHA,4.24,Friday,10:29,20200925,1029
Apollo Healthcare Corp.,AHC,1.38,Friday,10:29,20200925,1029
Argonaut Gold Inc,AR,3.1163,Friday,10:29,20200925,1029
Atrium Mortgage Investment Corp,AI,2.6919999999999997,Friday,10:29,20200925,1029
Auryn Resources Inc,AUG,1.92,Friday,10:29,20200925,1029
Anglo Pacific Group Plc,APY,10.34,Friday,10:29,20200925,1029
Alexco Resource Corp,AXU,2.6399,Friday,10:29,20200925,1029
Intertape Polymer,ITP,0.48,Friday,10:29,20200925,1029
Intellipharmaceutics International Inc,IPCI,0.2106,Friday,10:29,20200925,1029
Imv Inc.,IMV,4.64,Friday,10:29,20200925,1029
CI First Asset European Bank ETF,FHB,14.47,Friday,10:29,20200925,1029
Imperial Metals Corp,III,2.06,Friday,10:29,20200925,1029
Imperial Oil,IMO,12.3,Friday,10:29,20200925,1029
Franklin Libertyqt Intl Eqt Index ETF,FLDM,7.09,Friday,10:29,20200925,1029
Industrial Alliance Ins & Fin Srv Inc,IAG,3.78,Friday,10:29,20200925,1029
First Mining Gold Corp,FF,11.05,Friday,10:29,20200925,1029
CI First Asset Shrt Term Govt Bond Indx,FGB,2.241,Friday,10:29,20200925,1029
Fortune Mnrl J,FT,6.8,Friday,10:29,20200925,1029
Ishares 1-10 Yr Laddered Corp Bond ETF,CBH,8.77,Friday,10:29,20200925,1029
CI Financial Corp,CIX,13.62,Friday,10:29,20200925,1029
Clearwater Seafoods Incorporated,CLR,12.5,Friday,10:29,20200925,1029
CIBC Global Growth ETF,CGLO,4.5,Friday,10:29,20200925,1029
CI Marret Alternative Enhanced Yield ETF,CMEY,0.0001,Friday,10:29,20200925,1029
BMO Global Communications Index ETF,COMM,8.44,Friday,10:29,20200925,1029
Cameco Corp,CCO,0.9499,Friday,10:29,20200925,1029
Chesswood Group Limited,CHW,7.78,Friday,10:29,20200925,1029
Evolve Automobile Innovation Idx Hgd ETF,CARS,7.55,Friday,10:29,20200925,1029
Cae Inc,CAE,13.99,Friday,10:29,20200925,1029
Capstone Mining Corp,CS,9.43,Friday,10:29,20200925,1029
Ishares 1-5Yr Laddered Corp Bond ETF,CBO,13.3,Friday,10:29,20200925,1029
